#  Iowa 12-Month Period Precipitation
# Units: Inches
# Missing: -99
Date,Value
201612,38.1
201701,39.07
201702,39.18
201703,39.46
201704,40.07
201705,40.51
201706,40.31
201707,37.33
201708,35.02
201709,31.21
201710,34.46
201711,33.48
201712,32.35
201801,31.81
201802,32.36
201803,32.08
201804,29.82
201805,29.72
201806,33.77
201807,34.22
201808,36.81
201809,42.6
201810,41.97
201811,43.37
201812,45.08
201901,45.34
201902,46.14
201903,46.05
201904,47.54
201905,51.05
201906,47.41
201907,47.4
201908,44.51
201909,42.62
201910,42.77
201911,42.45
201912,41.63
202001,41.76
202002,39.85
202003,40.57
202004,39.19
202005,35.55
202006,36.59
202007,36.14
202008,33.84
202009,31.7
202010,28.82
202011,29.42
202012,29.28
202101,29.11
202102,29.47
202103,29.34
202104,29.2
202105,28.48
202106,26.88
202107,27.96
202108,31.38
202109,29.12
202110,32.22
202111,31.11
202112,30.84
202201,30.38
202202,29.87
202203,29.74
202204,31.45
202205,31.19
202206,31.37
202207,30.59
202208,29.43
202209,29.52
202210,25.44
202211,26.5
202212,27.32
202301,28.47
202302,30.45
202303,29.26
202304,28.18
202305,27.26
202306,26.54
202307,26.4
202308,25.95
202309,26.19
202310,28.51
202311,26.78
202312,26.93
